_id,_fusion_group_id,_fusion_sources,phone_e164,source,country,city,latitude,phone_raw,map_url,categories,postal_code,address_line1,uber_eats_id,street,house_number,rating,id,state,name,longitude,website,name_norm,kaggle380k_id,rating_count,address_line2,_fusion_confidence,_fusion_metadata,yelp_id
kaggle380k-378112,group_12931,"['yelp', 'kaggle380k']",184767733500.0,kaggle_380k,US,Lincolnwood,420101169,184767733500.0,https://www.google.com/maps/place/L.+Woods+Tap+%26+Pine+Lodge/data=!4m7!3m6!1s0x880fcef8b9a82da3:0x71132c186ef0cc1c!8m2!3d42.0101169!4d-87.737834!16s%2Fg%2F1tf0r6fj!19sChIJoy2oufjOD4gRHMzwbhgsE3E?authuser=0&hl=en&rclk=1,"['American restaurant', 'Bar', 'Barbecue restaurant', 'bbq']",60712,7110 Lincoln Ave,,Lincoln Ave,7110,45.0,kaggle380k-378112,IL,L. Woods Tap & Pine Lodge,-87737834,http://www.lwoodsrestaurant.com/,l woods tap pine lodge,kaggle380k-378112,13000.0,,5,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-378112', 'yelp-00861', 'kaggle380k-048673'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-378112', 'yelp-00861', 'kaggle380k-048673'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-378112', 'yelp-00861', 'kaggle380k-048673'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-378112', 'yelp-00861', 'kaggle380k-048673'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-378112', 'yelp-00861', 'kaggle380k-048673'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-378112', 'yelp-00861', 'kaggle380k-048673'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-378112', 'yelp-00861', 'kaggle380k-048673'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-378112', 'yelp-00861', 'kaggle380k-048673'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-378112', 'yelp-00861', 'kaggle380k-048673'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-378112', 'yelp-00861', 'kaggle380k-048673'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-00861
kaggle380k-248578,group_168,"['yelp', 'kaggle380k']",185666574270.0,kaggle_380k,US,Cherry Hill,399217701,185666574270.0,https://www.google.com/maps/place/Infused+Restaurant+%2B+bar/data=!4m7!3m6!1s0x89c6cb4a06fe47c1:0xf37d31e5000dd10f!8m2!3d39.9217701!4d-75.0415263!16s%2Fg%2F11jhxc6trz!19sChIJwUf-BkrLxokRD9ENAOUxffM?authuser=0&hl=en&rclk=1,"['Cocktail bar', 'Lounge', 'Tapas restaurant', 'spanish']",8002,2175 Marlton Pike W,,Marlton Pike W,2175,43.0,kaggle380k-248578,NJ,Infused Restaurant & Bar,-750415263,http://www.infusedrestaurant.com/,infused restaurant bar,kaggle380k-248578,360.0,,5,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-248578', 'kaggle380k-095358', 'yelp-29380'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-248578', 'kaggle380k-095358', 'yelp-29380'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-248578', 'kaggle380k-095358', 'yelp-29380'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-248578', 'kaggle380k-095358', 'yelp-29380'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-248578', 'kaggle380k-095358', 'yelp-29380'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-248578', 'kaggle380k-095358', 'yelp-29380'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-248578', 'kaggle380k-095358', 'yelp-29380'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-248578', 'kaggle380k-095358', 'yelp-29380'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-248578', 'kaggle380k-095358', 'yelp-29380'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-248578', 'kaggle380k-095358', 'yelp-29380'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-29380
yelp-76628,group_850,"['yelp', 'kaggle380k']",181764926470.0,yelp,US,Arlington,327533239,181764926470.0,https://www.yelp.com/biz/al-amir-arlington-3?adjust_creative=0mZy4NB2YGVRIpYXkr27bQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0mZy4NB2YGVRIpYXkr27bQ,"['Bar', 'Bar & grill', 'Club', 'Hookah bar', 'Lebanese restaurant', 'Mediterranean restaurant', 'Middle Eastern restaurant', 'Restaurant', 'nan']",76011,701 106th St,,106th St,701,38.0,yelp-76628,TX,Al-Amir,-970607125,http://www.alamirarlington.com/,al amir,kaggle380k-192177,630.0,,4090909090909091,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['yelp-76628', 'kaggle380k-192177', 'kaggle380k-252109', 'kaggle380k-067816', 'kaggle380k-127906'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['yelp-76628', 'kaggle380k-192177', 'kaggle380k-252109', 'kaggle380k-067816', 'kaggle380k-127906'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['yelp-76628', 'kaggle380k-192177', 'kaggle380k-252109', 'kaggle380k-067816', 'kaggle380k-127906'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['yelp-76628', 'kaggle380k-192177', 'kaggle380k-252109', 'kaggle380k-067816', 'kaggle380k-127906'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['yelp-76628', 'kaggle380k-192177', 'kaggle380k-252109', 'kaggle380k-067816', 'kaggle380k-127906'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['yelp-76628', 'kaggle380k-192177', 'kaggle380k-252109', 'kaggle380k-067816', 'kaggle380k-127906'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['yelp-76628', 'kaggle380k-192177', 'kaggle380k-252109', 'kaggle380k-067816', 'kaggle380k-127906'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['yelp-76628', 'kaggle380k-192177', 'kaggle380k-252109', 'kaggle380k-067816', 'kaggle380k-127906'], 'name_rule': 'longest_string', 'name_sources': ['yelp-76628', 'kaggle380k-192177', 'kaggle380k-252109', 'kaggle380k-067816', 'kaggle380k-127906'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['yelp-76628', 'kaggle380k-192177', 'kaggle380k-252109', 'kaggle380k-067816', 'kaggle380k-127906'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-76628
yelp-73873,group_1617,"['yelp', 'kaggle380k']",157128535390.0,yelp,US,Woodbridge,386494818,157128535390.0,https://www.yelp.com/biz/woodbridge-kabab-woodbridge?adjust_creative=0mZy4NB2YGVRIpYXkr27bQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0mZy4NB2YGVRIpYXkr27bQ,"['Indian restaurant', 'nan']",22192,13871 Smoketown Rd,,Smoketown Rd,13871,38.0,yelp-73873,VA,Woodbridge Kabab,-773015197,,woodbridge kabab,kaggle380k-102485,50.0,,4772727272727273,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['yelp-73873', 'kaggle380k-102485', 'kaggle380k-321608'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['yelp-73873', 'kaggle380k-102485', 'kaggle380k-321608'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['yelp-73873', 'kaggle380k-102485', 'kaggle380k-321608'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['yelp-73873', 'kaggle380k-102485', 'kaggle380k-321608'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['yelp-73873', 'kaggle380k-102485', 'kaggle380k-321608'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['yelp-73873', 'kaggle380k-102485', 'kaggle380k-321608'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['yelp-73873', 'kaggle380k-102485', 'kaggle380k-321608'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['yelp-73873', 'kaggle380k-102485', 'kaggle380k-321608'], 'name_rule': 'longest_string', 'name_sources': ['yelp-73873', 'kaggle380k-102485', 'kaggle380k-321608'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['yelp-73873', 'kaggle380k-102485', 'kaggle380k-321608'], 'website_rule': 'no_value', 'name_norm_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-73873
kaggle380k-295674,group_4336,"['uber_eats', 'kaggle380k']",140955484320.0,kaggle_380k,US,Beaumont,3007651,140955484320.0,https://www.google.com/maps/place/Boomtown+BBQ+Company/data=!4m7!3m6!1s0x863ecca8964a1521:0xaa606e5c7af914de!8m2!3d30.07651!4d-94.168618!16s%2Fg%2F1x6q23sl!19sChIJIRVKlqjMPoYR3hT5elxuYKo?authuser=0&hl=en&rclk=1,"['American', 'BBQ', 'Barbecue restaurant', 'Fast food restaurant', 'Sandwich']",77706,6385 Calder Ave,uber_eats-45060,Calder Ave,6385,42.0,kaggle380k-295674,TX,Boomtown BBQ (Beaumont),-94168618,http://www.boomtownbbq.com/,boomtown bbq company,kaggle380k-295674,270.0,# K,525691699604743,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-295674', 'uber_eats-45060', 'kaggle380k-128281'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-295674', 'uber_eats-45060', 'kaggle380k-128281'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-295674', 'uber_eats-45060', 'kaggle380k-128281'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-295674', 'uber_eats-45060', 'kaggle380k-128281'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-295674', 'uber_eats-45060', 'kaggle380k-128281'], 'address_line1_rule': 'first_non_null', 'uber_eats_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-295674', 'uber_eats-45060', 'kaggle380k-128281'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-295674', 'uber_eats-45060', 'kaggle380k-128281'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-295674', 'uber_eats-45060', 'kaggle380k-128281'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-295674', 'uber_eats-45060', 'kaggle380k-128281'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-295674', 'uber_eats-45060', 'kaggle380k-128281'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'first_non_null'}",
kaggle380k-347997,group_12242,"['yelp', 'kaggle380k']",150932631870.0,kaggle_380k,US,Spokane,476699989,150932631870.0,https://www.google.com/maps/place/Kim%27s+Korean+Restaurant/data=!4m7!3m6!1s0x549e18ee25f85bcf:0xb4bd08a3c1e9553f!8m2!3d47.6699989!4d-117.4106762!16s%2Fg%2F1tdm3ft8!19sChIJz1v4Je4YnlQRP1XpwaMIvbQ?authuser=0&hl=en&rclk=1,"['Korean restaurant', 'Restaurant', 'nan']",99202,1314 N Division St,,N Division St,1314,47.0,kaggle380k-347997,WA,Kim's Korean Restaurant,-1174106762,,kim s korean restaurant,kaggle380k-347997,2260.0,,4772727272727273,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-146351', 'kaggle380k-347997', 'yelp-87775'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-146351', 'kaggle380k-347997', 'yelp-87775'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-146351', 'kaggle380k-347997', 'yelp-87775'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-146351', 'kaggle380k-347997', 'yelp-87775'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-146351', 'kaggle380k-347997', 'yelp-87775'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-146351', 'kaggle380k-347997', 'yelp-87775'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-146351', 'kaggle380k-347997', 'yelp-87775'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-146351', 'kaggle380k-347997', 'yelp-87775'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-146351', 'kaggle380k-347997', 'yelp-87775'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-146351', 'kaggle380k-347997', 'yelp-87775'], 'website_rule': 'no_value', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-87775
kaggle380k-204299,group_8132,"['yelp', 'kaggle380k']",197376270770.0,kaggle_380k,US,South Orange,40746475,197376270770.0,https://www.google.com/maps/place/Gaslight+Brewery+%26+Restaurant/data=!4m7!3m6!1s0x89c3ac2c7656bda9:0x85149c9fd93e49cd!8m2!3d40.746475!4d-74.2593694!16s%2Fg%2F1th1v_fw!19sChIJqb1Wdiysw4kRzUk-2Z-cFIU?authuser=0&hl=en&rclk=1,"['Bar', 'Brewpub', 'Pub', 'nan']",7079,15 S Orange Ave,,S Orange Ave,15,42.0,kaggle380k-204299,NJ,Gaslight Brewery & Restaurant,-742593694,https://www.gaslightbreweryrestaurant.com/?utm_source=gbp,gaslight brewery restaurant,kaggle380k-204299,3150.0,,5,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-204299', 'kaggle380k-101497', 'yelp-18791'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-204299', 'kaggle380k-101497', 'yelp-18791'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-204299', 'kaggle380k-101497', 'yelp-18791'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-204299', 'kaggle380k-101497', 'yelp-18791'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-204299', 'kaggle380k-101497', 'yelp-18791'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-204299', 'kaggle380k-101497', 'yelp-18791'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-204299', 'kaggle380k-101497', 'yelp-18791'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-204299', 'kaggle380k-101497', 'yelp-18791'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-204299', 'kaggle380k-101497', 'yelp-18791'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-204299', 'kaggle380k-101497', 'yelp-18791'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-18791
kaggle380k-168955,group_12782,"['uber_eats', 'kaggle380k']",,kaggle_380k,US,Jackson,434809189,,,"['American', 'Burgers', 'Sandwiches', 'nan']",83001,155 Glenwood St,uber_eats-01347,Glenwood St,155,,kaggle380k-168955,WY,The Kitchen,-1107639934,,the kitchen,kaggle380k-168955,,,4090909090909091,"{'phone_e164_rule': 'no_value', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-168955', 'kaggle380k-214924', 'uber_eats-01347'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-168955', 'kaggle380k-214924', 'uber_eats-01347'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-168955', 'kaggle380k-214924', 'uber_eats-01347'], 'phone_raw_rule': 'no_value', 'map_url_rule': 'no_value', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-168955', 'kaggle380k-214924', 'uber_eats-01347'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['uber_eats-01347'], 'address_line1_rule': 'first_non_null', 'uber_eats_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-168955', 'kaggle380k-214924', 'uber_eats-01347'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-168955', 'kaggle380k-214924', 'uber_eats-01347'], 'rating_rule': 'no_value', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['uber_eats-01347'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-168955', 'kaggle380k-214924', 'uber_eats-01347'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-168955', 'kaggle380k-214924', 'uber_eats-01347'], 'website_rule': 'no_value', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'no_value', 'address_line2_rule': 'no_value'}",
kaggle380k-194967,group_6872,"['yelp', 'kaggle380k']",175722054100.0,kaggle_380k,US,Williamsburg,372858264,175722054100.0,https://www.google.com/maps/place/Spartan+Gyros/data=!4m7!3m6!1s0x89b089b16be8bdd1:0xa6bba772d0dfddec!8m2!3d37.2858264!4d-76.7203394!16s%2Fg%2F11gxjt08ff!19sChIJ0b3oa7GJsIkR7N3f0HKnu6Y?authuser=0&hl=en&rclk=1,"['Fast food restaurant', 'Greek restaurant', 'Gyro restaurant', 'burgers', 'greek', 'mediterranean']",23185,1347 Richmond Rd,,Richmond Rd,1347,46.0,kaggle380k-194967,VA,Spartan Gyros,-767203394,http://www.spartangyrosva.com/,spartan gyros,kaggle380k-194967,1520.0,,5,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-194967', 'kaggle380k-148612', 'yelp-80005'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-194967', 'kaggle380k-148612', 'yelp-80005'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-194967', 'kaggle380k-148612', 'yelp-80005'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-194967', 'kaggle380k-148612', 'yelp-80005'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-194967', 'kaggle380k-148612', 'yelp-80005'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-194967', 'kaggle380k-148612', 'yelp-80005'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-194967', 'kaggle380k-148612', 'yelp-80005'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-194967', 'kaggle380k-148612', 'yelp-80005'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-194967', 'kaggle380k-148612', 'yelp-80005'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-194967', 'kaggle380k-148612', 'yelp-80005'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-80005
kaggle380k-060879,group_4504,"['yelp', 'kaggle380k']",170388811790.0,kaggle_380k,US,Alexandria,388048266,170388811790.0,https://www.google.com/maps/place/Noodle+Box/data=!4m7!3m6!1s0x89b7b0f80bdc5555:0x76de404601dce3fd!8m2!3d38.8048266!4d-77.0460458!16s%2Fg%2F11f5d4ldz0!19sChIJVVXcC_iwt4kR_ePcAUZA3nY?authuser=0&hl=en&rclk=1,"['Asian restaurant', 'Breakfast restaurant', 'Bubble tea store', 'Noodle shop', 'Restaurant', 'Tea house', 'Thai restaurant', 'thai']",22314,602 King St,,King St,602,41.0,kaggle380k-060879,VA,Noodle Box,-770460458,https://www.noodleboxoldtown.com/,noodle box,kaggle380k-060879,1870.0,,4090909090909091,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-060879', 'kaggle380k-139013', 'kaggle380k-253424', 'yelp-84455', 'kaggle380k-237570'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-060879', 'kaggle380k-139013', 'kaggle380k-253424', 'yelp-84455', 'kaggle380k-237570'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-060879', 'kaggle380k-139013', 'kaggle380k-253424', 'yelp-84455', 'kaggle380k-237570'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-060879', 'kaggle380k-139013', 'kaggle380k-253424', 'yelp-84455', 'kaggle380k-237570'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-060879', 'kaggle380k-139013', 'kaggle380k-253424', 'yelp-84455', 'kaggle380k-237570'], 'address_line1_rule': 'first_non_null', 'yelp_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-060879', 'kaggle380k-139013', 'kaggle380k-253424', 'yelp-84455', 'kaggle380k-237570'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-060879', 'kaggle380k-139013', 'kaggle380k-253424', 'yelp-84455', 'kaggle380k-237570'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-060879', 'kaggle380k-139013', 'kaggle380k-253424', 'yelp-84455', 'kaggle380k-237570'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-060879', 'kaggle380k-139013', 'kaggle380k-253424', 'yelp-84455', 'kaggle380k-237570'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-060879', 'kaggle380k-139013', 'kaggle380k-253424', 'yelp-84455', 'kaggle380k-237570'], 'website_rule': 'first_non_null', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'first_non_null', 'address_line2_rule': 'no_value'}",yelp-84455
kaggle380k-153238,group_10951,"['uber_eats', 'kaggle380k']",160858828820.0,kaggle_380k,US,Spring Green,431766828,160858828820.0,https://www.google.com/maps/place/Baron+Brook%27s/data=!4m7!3m6!1s0x87fd81fd00b2577b:0xcec2fd327964b056!8m2!3d43.1766828!4d-90.0676148!16s%2Fg%2F1tn06c23!19sChIJe1eyAP2B_YcRVrBkeTL9ws4?authuser=0&hl=en&rclk=1,"['American', 'Bar', 'Bar & grill', 'Burgers', 'Sandwiches']",53588,122 E Jefferson St,uber_eats-03913,E Jefferson St,122,45.0,kaggle380k-153238,WI,Baron Brook's,-900676148,,baron brook s,kaggle380k-153238,,,4545454545454545,"{'phone_e164_rule': 'first_non_null', 'source_rule': 'first_non_null', 'country_rule': 'prefer_higher_trust', 'country_sources': ['kaggle380k-153238', 'uber_eats-03913', 'kaggle380k-269067'], 'city_rule': 'prefer_higher_trust', 'city_sources': ['kaggle380k-153238', 'uber_eats-03913', 'kaggle380k-269067'], 'latitude_rule': 'prefer_higher_trust', 'latitude_sources': ['kaggle380k-153238', 'uber_eats-03913', 'kaggle380k-269067'], 'phone_raw_rule': 'first_non_null', 'map_url_rule': 'first_non_null', 'categories_rule': 'union', 'categories_sources': ['kaggle380k-153238', 'uber_eats-03913', 'kaggle380k-269067'], 'postal_code_rule': 'prefer_higher_trust', 'postal_code_sources': ['kaggle380k-153238', 'uber_eats-03913', 'kaggle380k-269067'], 'address_line1_rule': 'first_non_null', 'uber_eats_id_rule': 'first_non_null', 'street_rule': 'prefer_higher_trust', 'street_sources': ['kaggle380k-153238', 'uber_eats-03913', 'kaggle380k-269067'], 'house_number_rule': 'prefer_higher_trust', 'house_number_sources': ['kaggle380k-153238', 'uber_eats-03913', 'kaggle380k-269067'], 'rating_rule': 'first_non_null', 'id_rule': 'first_non_null', 'state_rule': 'prefer_higher_trust', 'state_sources': ['kaggle380k-153238', 'uber_eats-03913', 'kaggle380k-269067'], 'name_rule': 'longest_string', 'name_sources': ['kaggle380k-153238', 'uber_eats-03913', 'kaggle380k-269067'], '_id_rule': 'first_non_null', 'longitude_rule': 'prefer_higher_trust', 'longitude_sources': ['kaggle380k-153238', 'uber_eats-03913', 'kaggle380k-269067'], 'website_rule': 'no_value', 'name_norm_rule': 'first_non_null', 'kaggle380k_id_rule': 'first_non_null', 'rating_count_rule': 'no_value', 'address_line2_rule': 'no_value'}",
