id1,id2
metabooks_6220,goodreads_8818
metabooks_6220,goodreads_32279
metabooks_6265,goodreads_29740
metabooks_6265,goodreads_9334
metabooks_6276,goodreads_5083
metabooks_6276,goodreads_3090
metabooks_6309,goodreads_14064
metabooks_6309,goodreads_5813
metabooks_6322,goodreads_37508
metabooks_6322,goodreads_33509
metabooks_6327,goodreads_47919
metabooks_6327,goodreads_39915
metabooks_6332,goodreads_46978
metabooks_6332,goodreads_14986
metabooks_6342,goodreads_42295
metabooks_6342,goodreads_51187
metabooks_6346,goodreads_11566
metabooks_6346,goodreads_2468
metabooks_6349,goodreads_50763
metabooks_6349,goodreads_52058
metabooks_6360,goodreads_27570
metabooks_6360,goodreads_42872
metabooks_6363,goodreads_30732
metabooks_6363,goodreads_44078
metabooks_6379,goodreads_33763
metabooks_6379,goodreads_25356
metabooks_6405,goodreads_30610
metabooks_6405,goodreads_28426
metabooks_6419,goodreads_35603
metabooks_6419,goodreads_21335
metabooks_6421,goodreads_27567
metabooks_6421,goodreads_526
metabooks_6428,goodreads_11429
metabooks_6428,goodreads_44434
metabooks_6436,goodreads_378
metabooks_6436,goodreads_45015
metabooks_6437,goodreads_36642
metabooks_6437,goodreads_29256
metabooks_6448,goodreads_2783
metabooks_6448,goodreads_8781
metabooks_6455,goodreads_932
metabooks_6455,goodreads_922
metabooks_6458,goodreads_19397
metabooks_6458,goodreads_14687
metabooks_6487,goodreads_7028
metabooks_6487,goodreads_45163
metabooks_6532,goodreads_3996
metabooks_6532,goodreads_8966
metabooks_6533,goodreads_8462
metabooks_6533,goodreads_45434
metabooks_6541,goodreads_49241
metabooks_6541,goodreads_40469
metabooks_6569,goodreads_4984
metabooks_6569,goodreads_10617
metabooks_6577,goodreads_52316
metabooks_6577,goodreads_27567
metabooks_6580,goodreads_46264
metabooks_6580,goodreads_14780
metabooks_6624,goodreads_14243
metabooks_6624,goodreads_26037
metabooks_6660,goodreads_49969
metabooks_6660,goodreads_45725
metabooks_6711,goodreads_25816
metabooks_6711,goodreads_43183
metabooks_6715,goodreads_36373
metabooks_6715,goodreads_21967
metabooks_6719,goodreads_13415
metabooks_6719,goodreads_40417
metabooks_6739,goodreads_39091
metabooks_6739,goodreads_16351
metabooks_6810,goodreads_51317
metabooks_6810,goodreads_30758
metabooks_6811,goodreads_1599
metabooks_6811,goodreads_8575
metabooks_6814,goodreads_30718
metabooks_6814,goodreads_8883
metabooks_6816,goodreads_48368
metabooks_6816,goodreads_5081
metabooks_6826,goodreads_43525
metabooks_6826,goodreads_32154
metabooks_6851,goodreads_38082
metabooks_6851,goodreads_25315
metabooks_6854,goodreads_28110
metabooks_6854,goodreads_51622
metabooks_6857,goodreads_31680
metabooks_6857,goodreads_8209
metabooks_6861,goodreads_7511
metabooks_6861,goodreads_39252
metabooks_6868,goodreads_52020
metabooks_6868,goodreads_18581
metabooks_6896,goodreads_6477
metabooks_6896,goodreads_16854
metabooks_6911,goodreads_148
metabooks_6911,goodreads_549
metabooks_6919,goodreads_911
metabooks_6919,goodreads_20549
metabooks_6925,goodreads_2713
metabooks_6925,goodreads_27513
metabooks_6946,goodreads_43459
metabooks_6946,goodreads_3354
metabooks_6952,goodreads_22887
metabooks_6952,goodreads_51039
metabooks_6973,goodreads_4877
metabooks_6973,goodreads_43819
metabooks_6981,goodreads_46915
metabooks_6981,goodreads_37531
metabooks_6989,goodreads_13072
metabooks_6989,goodreads_44251
metabooks_7001,goodreads_48959
metabooks_7001,goodreads_37197
metabooks_7013,goodreads_14174
metabooks_7013,goodreads_30198
metabooks_7016,goodreads_21450
metabooks_7016,goodreads_13750
metabooks_7039,goodreads_32124
metabooks_7039,goodreads_7281
metabooks_7041,goodreads_17943
metabooks_7041,goodreads_40623
metabooks_7047,goodreads_6338
metabooks_7047,goodreads_537
metabooks_7069,goodreads_31198
metabooks_7069,goodreads_17529
metabooks_7080,goodreads_23647
metabooks_7080,goodreads_1978
metabooks_7091,goodreads_16665
metabooks_7091,goodreads_49511
metabooks_7095,goodreads_1508
metabooks_7095,goodreads_7035
metabooks_7108,goodreads_44895
metabooks_7108,goodreads_46780
metabooks_7114,goodreads_32332
metabooks_7114,goodreads_5940
metabooks_7119,goodreads_6000
metabooks_7119,goodreads_36533
metabooks_7130,goodreads_46583
metabooks_7130,goodreads_52379
